연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
25,93,SJB293000258,38051,SJB293018028,송정리(행골),36.62748,127.24134
26,93,SJB293000258,38049,SJB293018026,송정2리(구리골),36.62618,127.23619
27,93,SJB293000258,38091,SJB293064336,송정리,36.6252011,127.2325295
1,93,SJB293000259,38047,SJB293018020,송정리,36.62505,127.2325
2,93,SJB293000259,38048,SJB293018025,송정2리(구리골),36.62602,127.23617
3,93,SJB293000259,38050,SJB293018027,송정리(행골),36.6274,127.24115
4,93,SJB293000259,38043,SJB293018029,송정1리(상소골),36.62739,127.24411
5,93,SJB293000259,38041,SJB293018033,송정1리,36.6278,127.24617
6,93,SJB293000259,38045,SJB293018035,송정1리(권고조경),36.62849,127.25058
7,93,SJB293000259,38030,SJB293018040,송곡2리(능골),36.62956,127.25671
8,93,SJB293000259,38029,SJB293018049,송곡2리,36.63007,127.26045
9,93,SJB293000259,38025,SJB293018057,송곡1리,36.6306,127.26601
10,93,SJB293000259,38024,SJB293018065,송곡보건진료소,36.63065,127.26908
11,93,SJB293000259,38027,SJB293018063,송곡1리(예비군훈련장),36.62553,127.26835
12,93,SJB293000259,11051,SJB293001001,봉산리(국제기계),36.61816,127.27034
13,93,SJB293000259,11028,SJB293001003,봉산리(윗말),36.61172,127.27374
14,93,SJB293000259,11020,SJB293001006,봉산리(중뜸),36.60936,127.27516
15,93,SJB293000259,11025,SJB293001011,봉산1리마을회관,36.60681,127.27801
16,93,SJB293000259,11026,SJB293001013,봉산리,36.6061,127.28081
17,93,SJB293000259,11031,SJB293001017,서창리,36.60512,127.28421
18,93,SJB293000259,11066,SJB293001023,세종여자고등학교,36.60638,127.28828
19,93,SJB293000259,11068,SJB293001051,세종여자고등학교입구,36.6068434,127.2914161
20,93,SJB293000259,11002,SJB293001058,고려대학교,36.61076,127.29344
21,93,SJB293000259,11029,SJB293001068,새주막거리,36.61236,127.29459
22,93,SJB293000259,11035,SJB293001080,세종고등학교,36.61024,127.29666
23,93,SJB293000259,11069,SJB293001085,세종중학교,36.60591,127.29721
24,93,SJB293000259,11093,SJB293064017,조치원역,36.6013323,127.2970784
25,93,SJB293000259,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
26,93,SJB293000259,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,94,SJB293000260,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,94,SJB293000260,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,94,SJB293000260,11071,SJB293001084,조치원역,36.60099,127.29713
4,94,SJB293000260,11039,SJB293001087,세종우체국,36.60296,127.29789
5,94,SJB293000260,11070,SJB293001086,세종중학교,36.60578,127.29741
6,94,SJB293000260,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,94,SJB293000260,11030,SJB293001067,새주막거리,36.61256,127.29455
8,94,SJB293000260,11046,SJB293001049,신안1리입구,36.61372,127.29104
9,94,SJB293000260,11079,SJB293001033,중앙요양병원,36.61411,127.28953
10,94,SJB293000260,11033,SJB293001022,신안리마을회관,36.61637,127.28719
11,94,SJB293000260,11005,SJB293001028,구렁말,36.61737,127.28887
12,94,SJB293000260,11088,SJB293001048,홍익대학교,36.62178,127.29072
13,94,SJB293000260,11081,SJB293001039,신안2리(안터),36.62633,127.28994
14,94,SJB293000260,11048,SJB293001031,신안2리입구,36.62926,127.28909
15,94,SJB293000260,11073,SJB293001026,조형아파트,36.63471,127.28878
16,94,SJB293000260,11086,SJB293001016,한마음효요양병원,36.63387,127.28325
17,94,SJB293000260,38015,SJB293018079,보덕1리,36.6326,127.27317
18,94,SJB293000260,38032,SJB293018066,송곡보건진료소,36.63079,127.26911
19,94,SJB293000260,38023,SJB293018058,송곡1리,36.63073,127.26613
20,94,SJB293000260,38028,SJB293018048,송곡2리,36.63014,127.26023
21,94,SJB293000260,38031,SJB293018042,송곡2리(능골),36.62967,127.25687
22,94,SJB293000260,38044,SJB293018036,송정1리(권고조경),36.62871,127.25064
23,94,SJB293000260,38042,SJB293018034,송정1리,36.62792,127.24628
24,94,SJB293000260,38046,SJB293018030,송정1리(상소골),36.62752,127.24412
25,94,SJB293000260,38051,SJB293018028,송정리(행골),36.62748,127.24134
26,94,SJB293000260,38049,SJB293018026,송정2리(구리골),36.62618,127.23619
27,94,SJB293000260,38091,SJB293064336,송정리,36.6252011,127.2325295
1,94,SJB293000261,38047,SJB293018020,송정리,36.62505,127.2325
2,94,SJB293000261,38048,SJB293018025,송정2리(구리골),36.62602,127.23617
3,94,SJB293000261,38050,SJB293018027,송정리(행골),36.6274,127.24115
4,94,SJB293000261,38043,SJB293018029,송정1리(상소골),36.62739,127.24411
5,94,SJB293000261,38041,SJB293018033,송정1리,36.6278,127.24617
6,94,SJB293000261,38045,SJB293018035,송정1리(권고조경),36.62849,127.25058
7,94,SJB293000261,38030,SJB293018040,송곡2리(능골),36.62956,127.25671
8,94,SJB293000261,38029,SJB293018049,송곡2리,36.63007,127.26045
9,94,SJB293000261,38025,SJB293018057,송곡1리,36.6306,127.26601
10,94,SJB293000261,38024,SJB293018065,송곡보건진료소,36.63065,127.26908
11,94,SJB293000261,38014,SJB293018080,보덕1리,36.63252,127.2733
12,94,SJB293000261,11087,SJB293001015,한마음효요양병원,36.63375,127.28309
13,94,SJB293000261,11074,SJB293001027,조형아파트,36.63441,127.28884
14,94,SJB293000261,11047,SJB293001030,신안2리입구,36.62874,127.28909
15,94,SJB293000261,11082,SJB293001034,신안2리(안터),36.62652,127.28975
16,94,SJB293000261,11089,SJB293001043,홍익대학교,36.62188,127.29056
17,94,SJB293000261,11044,SJB293001047,신안1리,36.61865,127.29091
18,94,SJB293000261,11006,SJB293001029,구렁말,36.61749,127.28889
19,94,SJB293000261,11049,SJB293001021,신안리마을회관,36.61655,127.28695
20,94,SJB293000261,11080,SJB293001032,중앙요양병원,36.614,127.2894
21,94,SJB293000261,11045,SJB293001050,신안1리입구,36.61353,127.29121
22,94,SJB293000261,11029,SJB293001068,새주막거리,36.61236,127.29459
23,94,SJB293000261,11035,SJB293001080,세종고등학교,36.61024,127.29666
24,94,SJB293000261,11069,SJB293001085,세종중학교,36.60591,127.29721
25,94,SJB293000261,11093,SJB293064017,조치원역,36.6013323,127.2970784
26,94,SJB293000261,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
27,94,SJB293000261,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,95,SJB293000262,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,95,SJB293000262,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,95,SJB293000262,11071,SJB293001084,조치원역,36.60099,127.29713
4,95,SJB293000262,11039,SJB293001087,세종우체국,36.60296,127.29789
5,95,SJB293000262,11070,SJB293001086,세종중학교,36.60578,127.29741
6,95,SJB293000262,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,95,SJB293000262,11030,SJB293001067,새주막거리,36.61256,127.29455
8,95,SJB293000262,11046,SJB293001049,신안1리입구,36.61372,127.29104
9,95,SJB293000262,11079,SJB293001033,중앙요양병원,36.61411,127.28953
10,95,SJB293000262,11033,SJB293001022,신안리마을회관,36.61637,127.28719
11,95,SJB293000262,11005,SJB293001028,구렁말,36.61737,127.28887
12,95,SJB293000262,11088,SJB293001048,홍익대학교,36.62178,127.29072
13,95,SJB293000262,11081,SJB293001039,신안2리(안터),36.62633,127.28994
14,95,SJB293000262,11048,SJB293001031,신안2리입구,36.62926,127.28909
15,95,SJB293000262,11073,SJB293001026,조형아파트,36.63471,127.28878
16,95,SJB293000262,13006,SJB274002085,상봉초등학교,36.63758,127.28628
17,95,SJB293000262,13004,SJB274002083,상봉2리(가마소),36.63862,127.28379
18,95,SJB293000262,38053,SJB293018082,심중1리,36.64456,127.27603
19,95,SJB293000262,38060,SJB293018072,심중2리입구,36.64999,127.27104
20,95,SJB293000262,38066,SJB293018061,전동삼거리,36.65356,127.26695
21,95,SJB293000262,38068,SJB293018056,전동역,36.65419,127.26593
22,95,SJB293000262,38063,SJB293018052,전동초등학교,36.65549,127.26387
23,95,SJB293000262,38022,SJB293018047,석곡리입구,36.65926,127.25977
24,95,SJB293000262,38079,SJB293018045,청송리,36.66181,127.25736
25,95,SJB293000262,38077,SJB293018038,청송산업단지입구,36.66366,127.25556
26,95,SJB293000262,38083,SJB293018031,아람달동림권역체험관,36.6656,127.24464
27,95,SJB293000262,38075,SJB293018018,청람리입구,36.66142,127.23228
28,95,SJB293000262,38002,SJB293018015,개미고개,36.65799,127.22055
29,95,SJB293000262,38038,SJB293018008,송성2리입구,36.66261,127.21437
30,95,SJB293000262,38013,SJB293018002,베어트리파크,36.67203,127.21089
31,95,SJB293000262,38012,SJB293018001,베어트리파크,36.67207,127.21071
32,95,SJB293000262,38037,SJB293018007,송성2리입구,36.66242,127.21428
33,95,SJB293000262,38085,SJB293018006,흥진레미콘,36.65265,127.21388
34,95,SJB293000262,38033,SJB293018004,송성1리입구,36.6495494,127.2134708
35,95,SJB293000262,38039,SJB293018012,송성3리(솔티),36.63605,127.2174
1,95,SJB293000263,38039,SJB293018012,송성3리(솔티),36.63605,127.2174
2,95,SJB293000263,38034,SJB293018009,송성1리,36.645085,127.217546
3,95,SJB293000263,38036,SJB293018005,송성1리입구,36.6496282,127.2136204
4,95,SJB293000263,38035,SJB293018003,흥진레미콘,36.65236,127.21365
5,95,SJB293000263,38001,SJB293018016,개미고개,36.65797,127.22078
6,95,SJB293000263,38073,SJB293018019,청람리입구,36.6615,127.23251
7,95,SJB293000263,64033,SJB293064510,전동면사무소,36.6625624,127.2340451
8,95,SJB293000263,38082,SJB293018032,아람달동림권역체험관,36.66548,127.2448
9,95,SJB293000263,38078,SJB293018037,청송산업단지입구,36.6638,127.25523
10,95,SJB293000263,38080,SJB293018043,청송리,36.66176,127.25721
11,95,SJB293000263,38081,SJB293018046,석곡리입구,36.65908,127.25977
12,95,SJB293000263,38062,SJB293018053,전동초등학교,36.65526,127.26404
13,95,SJB293000263,38067,SJB293018059,전동삼거리,36.65346,127.26687
14,95,SJB293000263,38057,SJB293018071,심중2리입구,36.64988,127.27101
15,95,SJB293000263,38054,SJB293018081,심중1리,36.64451,127.27593
16,95,SJB293000263,13005,SJB274002082,상봉2리(가마소),36.63857,127.28365
17,95,SJB293000263,13003,SJB274002084,상봉초등학교,36.63747,127.28622
18,95,SJB293000263,11074,SJB293001027,조형아파트,36.63441,127.28884
19,95,SJB293000263,11047,SJB293001030,신안2리입구,36.62874,127.28909
20,95,SJB293000263,11082,SJB293001034,신안2리(안터),36.62652,127.28975
21,95,SJB293000263,11089,SJB293001043,홍익대학교,36.62188,127.29056
22,95,SJB293000263,11044,SJB293001047,신안1리,36.61865,127.29091
23,95,SJB293000263,11006,SJB293001029,구렁말,36.61749,127.28889
24,95,SJB293000263,11049,SJB293001021,신안리마을회관,36.61655,127.28695
25,95,SJB293000263,11080,SJB293001032,중앙요양병원,36.614,127.2894
26,95,SJB293000263,11045,SJB293001050,신안1리입구,36.61353,127.29121
27,95,SJB293000263,11029,SJB293001068,새주막거리,36.61236,127.29459
28,95,SJB293000263,11035,SJB293001080,세종고등학교,36.61024,127.29666
29,95,SJB293000263,11069,SJB293001085,세종중학교,36.60591,127.29721
30,95,SJB293000263,11093,SJB293064017,조치원역,36.6013323,127.2970784
31,95,SJB293000263,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
32,95,SJB293000263,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,661,SJB293000204,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
2,661,SJB293000204,34033,SJB293011029,용포리,36.46842,127.2813
3,661,SJB293000204,51003,SJB293058001,금남초등학교,36.47133,127.28601
4,661,SJB293000204,51018,SJB293058003,신촌리,36.47344,127.28809
5,661,SJB293000204,51051,SJB293058006,호탄리,36.47625,127.29646
6,661,SJB293000204,34019,SJB293058008,"장영실고등학교,호탄리(안터)",36.47755,127.29868
7,661,SJB293000204,51029,SJB293060002,장재리,36.47855,127.30451
8,661,SJB293000204,51027,SJB293060005,장재1리,36.47968,127.30823
9,661,SJB293000204,51031,SJB293057003,장재리(태련암입구),36.47998,127.31251
10,661,SJB293000204,51006,SJB293057005,장재리(길재고개),36.48083,127.31665
11,661,SJB293000204,34101,SJB293011061,황용2리,36.4745,127.3184
12,661,SJB293000204,34021,SJB293011057,남곡리마을회관,36.4704,127.31377
13,661,SJB293000204,34100,SJB293011062,황용2리,36.47452,127.31857
14,661,SJB293000204,34097,SJB293011065,황용리(황용1교),36.47964,127.32127
15,661,SJB293000204,34105,SJB293011080,황용리삼성복지회관,36.48012,127.32997
16,661,SJB293000204,34099,SJB293011082,황용사,36.47403,127.33406
17,661,SJB293000204,34080,SJB293011085,영대리,36.46787,127.33543
18,661,SJB293000204,34079,SJB293011081,영대1리마을회관,36.45845,127.33336
19,661,SJB293000204,34026,SJB293011088,달전리(한울농장),36.46182,127.34222
20,661,SJB293000204,34023,SJB293011095,달전리,36.45978,127.34699
21,661,SJB293000204,34027,SJB293011096,달전리마을회관,36.462221,127.349332
22,661,SJB293000204,34048,SJB293011100,망골,36.45954,127.35183
23,661,SJB293000204,정류장번호 없음,SJB186004209,둔곡동새마을회관,36.45706,127.36208
24,661,SJB293000204,0,SJB186004207,둔곡동,36.45382,127.36172
25,661,SJB293000204,0,SJB186004063,구룡2통보건소,36.45072,127.36265
26,661,SJB293000204,정류장번호 없음,SJB186004066,구룡2통,36.44708,127.36545
27,661,SJB293000204,정류장번호 없음,SJB186004061,구룡,36.44605,127.36842
28,661,SJB293000204,61009,SJB186004310,구즉초등학교,36.43997,127.38196
29,661,SJB293000204,정류장번호 없음,SJB186004307,구즉동주민센터입구,36.44109,127.3857
30,661,SJB293000204,0,SJB186004313,송강마을아파트,36.4376,127.38602
1,661,SJB293000205,0,SJB186004313,송강마을아파트,36.4376,127.38602
2,661,SJB293000205,0,SJB186004062,구룡,36.44612,127.36868
3,661,SJB293000205,정류장번호 없음,SJB186004065,구룡2통,36.44728,127.36536
4,661,SJB293000205,0,SJB186004064,구룡2통보건소,36.45082,127.36266
5,661,SJB293000205,0,SJB186004208,둔곡동,36.45383,127.36183
6,661,SJB293000205,정류장번호 없음,SJB186004210,둔곡동새마을회관,36.45722,127.36216
7,661,SJB293000205,34047,SJB293011101,망골,36.45971,127.35184
8,661,SJB293000205,34024,SJB293011097,달전리마을회관,36.46223,127.34918
9,661,SJB293000205,34022,SJB293011094,달전리,36.45984,127.34676
10,661,SJB293000205,34025,SJB293011089,달전리(한울농장),36.4617,127.34258
11,661,SJB293000205,34079,SJB293011081,영대1리마을회관,36.45845,127.33336
12,661,SJB293000205,34081,SJB293011086,영대리,36.4678,127.33567
13,661,SJB293000205,34098,SJB293011083,황용사,36.47385,127.3342
14,661,SJB293000205,34106,SJB293011078,황용리삼성복지회관,36.48021,127.32967
15,661,SJB293000205,34108,SJB293011109,황용리(황용1교),36.4797727,127.3214339
16,661,SJB293000205,34101,SJB293011061,황용2리,36.4745,127.3184
17,661,SJB293000205,34021,SJB293011057,남곡리마을회관,36.4704,127.31377
18,661,SJB293000205,34100,SJB293011062,황용2리,36.47452,127.31857
19,661,SJB293000205,51005,SJB293057006,장재리(길재고개),36.48096,127.31679
20,661,SJB293000205,51030,SJB293057004,장재리(태련암입구),36.48011,127.31254
21,661,SJB293000205,57026,SJB293064272,장재1리,36.4798017,127.3081126
22,661,SJB293000205,51028,SJB293060001,장재리,36.4787,127.30443
23,661,SJB293000205,51004,SJB293058007,"장영실고등학교,호탄리(안터)",36.47765,127.29841
24,661,SJB293000205,51050,SJB293058005,호탄리,36.47643,127.29645
25,661,SJB293000205,51019,SJB293058004,신촌리,36.47375,127.28835
26,661,SJB293000205,51020,SJB293058002,금남초등학교,36.47197,127.28629
27,661,SJB293000205,34032,SJB293011030,용포리,36.46863,127.28135
28,661,SJB293000205,51052,SJB293055058,세종고속시외버스터미널,36.4689905,127.2735878
1,691,SJB293000210,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
2,691,SJB293000210,34033,SJB293011029,용포리,36.46842,127.2813
3,691,SJB293000210,51003,SJB293058001,금남초등학교,36.47133,127.28601
4,691,SJB293000210,51018,SJB293058003,신촌리,36.47344,127.28809
5,691,SJB293000210,51051,SJB293058006,호탄리,36.47625,127.29646
6,691,SJB293000210,34019,SJB293058008,"장영실고등학교,호탄리(안터)",36.47755,127.29868
7,691,SJB293000210,51029,SJB293060002,장재리,36.47855,127.30451
8,691,SJB293000210,51027,SJB293060005,장재1리,36.47968,127.30823
9,691,SJB293000210,51031,SJB293057003,장재리(태련암입구),36.47998,127.31251
10,691,SJB293000210,51006,SJB293057005,장재리(길재고개),36.48083,127.31665
11,691,SJB293000210,34097,SJB293011065,황용리(황용1교),36.47964,127.32127
12,691,SJB293000210,34105,SJB293011080,황용리삼성복지회관,36.48012,127.32997
13,691,SJB293000210,34092,SJB293011084,초정약수터,36.47949,127.33524
14,691,SJB293000210,34029,SJB293011090,대박리(광덕사),36.47818,127.34409
15,691,SJB293000210,34028,SJB293011098,대박리,36.47707,127.3494
16,691,SJB293000210,34123,SJB293064271,박산리(작약골),36.4770044,127.3519196
17,691,SJB293000210,34052,SJB293011104,박산리,36.47721,127.3546
18,691,SJB293000210,34050,SJB293011108,박산고개,36.47503,127.36245
19,691,SJB293000210,61027,SJB186004391,신동1통,36.47508,127.36701
20,691,SJB293000210,61019,SJB186004397,신동,36.47515,127.36999
21,691,SJB293000210,61025,SJB186004393,신동2통,36.47456,127.37276
22,691,SJB293000210,정류장번호 없음,SJB186004136,대동금탄동입구,36.47203,127.38796
23,691,SJB293000210,정류장번호 없음,SJB186004132,금고동,36.4667,127.39038
