연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
27,13,SJB293000264,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
28,13,SJB293000264,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,300,SJB293000227,11071,SJB293001084,조치원역,36.60099,127.29713
2,300,SJB293000227,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
3,300,SJB293000227,11072,SJB293001094,조치원버스터미널,36.6024592,127.3035236
4,300,SJB293000227,13010,SJB274002040,중봉리,36.60364,127.30656
5,300,SJB293000227,13009,SJB274002086,서평리,36.59864,127.31297
6,300,SJB293000227,70001,SJB271010111,서평1리,36.5955309,127.3145926
7,300,SJB293000227,3328,SJB274000055,서평교,36.591895,127.316459
8,300,SJB293000227,13001,SJB274002090,동평3리,36.5868,127.31859
9,300,SJB293000227,32039,SJB293015015,예양2리,36.5808639,127.3172522
10,300,SJB293000227,32041,SJB293015020,양세오충각,36.57851,127.32177
11,300,SJB293000227,32042,SJB293015018,예양1리,36.57621,127.32112
12,300,SJB293000227,32037,SJB293015023,예양리,36.57283,127.32303
13,300,SJB293000227,32028,SJB293015022,송용리,36.5617958,127.3229875
14,300,SJB293000227,32009,SJB293015030,내판역,36.55751,127.3252
15,300,SJB293000227,32123,SJB293064414,연동면 복합커뮤니티센터,36.555077,127.326537
16,300,SJB293000227,32034,SJB293015035,연동중학교,36.55269,127.32796
17,300,SJB293000227,32004,SJB293015038,교과서박물관,36.5494,127.33021
18,300,SJB293000227,32062,SJB293015044,응암농공단지,36.5457,127.33441
19,300,SJB293000227,32026,SJB293015049,명학산업단지,36.53905,127.34013
20,300,SJB293000227,32014,SJB293015056,명학1리,36.53703,127.34345
21,300,SJB293000227,32036,SJB293015062,명학리,36.53567,127.34787
22,300,SJB293000227,32017,SJB293015069,명학3리,36.53454,127.35168
23,300,SJB293000227,33029,SJB293012008,부강리,36.53303,127.35955
24,300,SJB293000227,33037,SJB293012011,부강역,36.53189,127.36464
25,300,SJB293000227,33070,SJB293064462,부강2리,36.5295,127.36597
26,300,SJB293000227,33072,SJB293064463,부강초등학교,36.52783,127.36722
27,300,SJB293000227,33073,SJB293064464,복지회관,36.52697,127.36974
28,300,SJB293000227,33034,SJB293012033,부강삼거리,36.52776,127.37218
29,300,SJB293000227,33062,SJB293064280,부강면생활체육관,36.5266749,127.374268
30,300,SJB293000227,33048,SJB293012041,등곡3리(충광농원),36.51333,127.38231
31,300,SJB293000227,33020,SJB293012045,등곡리,36.50773,127.38487
32,300,SJB293000227,33016,SJB293012049,매포역(노호2리),36.49753,127.39272
33,300,SJB293000227,33014,SJB293012054,노호1리,36.495,127.39872
34,300,SJB293000227,33018,SJB293012055,등곡2리,36.49376,127.40229
35,300,SJB293000227,37006,SJB274020044,시목1리,36.49045,127.41045
36,300,SJB293000227,37009,SJB274020015,시목리,36.4897,127.41432
37,300,SJB293000227,37010,SJB274020012,"시목리, 현도중학교",36.48395,127.42431
38,300,SJB293000227,37002,SJB274020006,매봉(매봉리 방면),36.47372,127.42592
39,300,SJB293000227,37003,SJB274020007,매봉(양지리 방면),36.47063,127.42421
40,300,SJB293000227,37012,SJB274020017,양지리,36.4592,127.42668
41,300,SJB293000227,58007,SJB187001379,신탄진동행정복지센터,36.45277,127.42857
42,300,SJB293000227,58008,SJB187000280,신탄진역,36.4495778,127.428986
1,300,SJB293000228,58009,SJB187000270,신탄진역,36.44919,127.42929
2,300,SJB293000228,58010,SJB187001378,신탄진동행정복지센터,36.45212,127.4288721
3,300,SJB293000228,37011,SJB274020018,양지2리,36.4593,127.42696
4,300,SJB293000228,37004,SJB274020008,매봉리,36.47087,127.42467
5,300,SJB293000228,37001,SJB274020003,달계리,36.4745,127.4263
6,300,SJB293000228,37005,SJB274020010,"현도면 행정복지센터, 선동리",36.48497,127.42426
7,300,SJB293000228,37008,SJB274020045,시목리,36.48982,127.41455
8,300,SJB293000228,37007,SJB274020014,시목1리,36.49058,127.41061
9,300,SJB293000228,33017,SJB293012056,등곡2리,36.49386,127.40245
10,300,SJB293000228,33015,SJB293012053,노호1리,36.49517,127.39858
11,300,SJB293000228,33021,SJB293012050,매포역(노호2리),36.49737,127.39305
12,300,SJB293000228,33019,SJB293012046,등곡리,36.50735,127.38499
13,300,SJB293000228,33049,SJB293012042,등곡3리(충광농원),36.51325,127.3826
14,300,SJB293000228,33031,SJB293012038,부강면생활체육관,36.52758,127.37381
15,300,SJB293000228,33033,SJB293012032,부강삼거리,36.52792,127.372
16,300,SJB293000228,33058,SJB293064153,복지회관,36.5271885,127.3698136
17,300,SJB293000228,33040,SJB293012021,부강초등학교,36.52823,127.36714
18,300,SJB293000228,33071,SJB293064465,부강2리,36.52934,127.36628
19,300,SJB293000228,33038,SJB293012014,부강역,36.53192,127.36517
20,300,SJB293000228,33030,SJB293012009,부강리,36.53291,127.36088
21,300,SJB293000228,32018,SJB293015068,명학3리,36.53472,127.35163
22,300,SJB293000228,32020,SJB293015063,명학리,36.53579,127.34803
23,300,SJB293000228,32021,SJB293015055,명학1리,36.5372,127.34346
24,300,SJB293000228,32025,SJB293015050,명학산업단지,36.53897,127.34062
25,300,SJB293000228,32063,SJB293015043,응암농공단지,36.54621,127.33419
26,300,SJB293000228,32003,SJB293015039,교과서박물관,36.54933,127.33046
27,300,SJB293000228,32035,SJB293015036,연동중학교,36.5529,127.32801
28,300,SJB293000228,32124,SJB293064415,연동면 복합커뮤니티센터,36.555012,127.326823
29,300,SJB293000228,32010,SJB293015028,내판역,36.55796,127.32516
30,300,SJB293000228,32027,SJB293015026,송용리,36.5619854,127.3231771
31,300,SJB293000228,32040,SJB293015025,예양리,36.57279,127.32321
32,300,SJB293000228,32043,SJB293015019,예양1리,36.57534,127.32155
33,300,SJB293000228,32033,SJB293015021,양세오충각,36.57838,127.3219
34,300,SJB293000228,32084,SJB293064171,예양2리,36.5809703,127.3172654
35,300,SJB293000228,13002,SJB274002089,동평3리,36.58647,127.31843
36,300,SJB293000228,3329,SJB274000059,서평교,36.592008,127.316545
37,300,SJB293000228,13007,SJB274002088,서평1리,36.59558,127.3147
38,300,SJB293000228,13008,SJB274002087,서평리,36.59852,127.31318
39,300,SJB293000228,13013,SJB274002001,중봉리,36.60392,127.30684
40,300,SJB293000228,11091,SJB293001096,조치원버스터미널,36.6026983,127.3036683
41,300,SJB293000228,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
42,300,SJB293000228,11093,SJB293064017,조치원역,36.6013323,127.2970784
1,910,SJB293000229,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,910,SJB293000229,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,910,SJB293000229,11071,SJB293001084,조치원역,36.60099,127.29713
4,910,SJB293000229,11039,SJB293001087,세종우체국,36.60296,127.29789
5,910,SJB293000229,11070,SJB293001086,세종중학교,36.60578,127.29741
6,910,SJB293000229,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,910,SJB293000229,11030,SJB293001067,새주막거리,36.61256,127.29455
8,910,SJB293000229,11046,SJB293001049,신안1리입구,36.61372,127.29104
9,910,SJB293000229,11079,SJB293001033,중앙요양병원,36.61411,127.28953
10,910,SJB293000229,11033,SJB293001022,신안리마을회관,36.61637,127.28719
11,910,SJB293000229,11005,SJB293001028,구렁말,36.61737,127.28887
12,910,SJB293000229,11088,SJB293001048,홍익대학교,36.62178,127.29072
13,910,SJB293000229,11081,SJB293001039,신안2리(안터),36.62633,127.28994
14,910,SJB293000229,11048,SJB293001031,신안2리입구,36.62926,127.28909
15,910,SJB293000229,11073,SJB293001026,조형아파트,36.63471,127.28878
16,910,SJB293000229,13006,SJB274002085,상봉초등학교,36.63758,127.28628
17,910,SJB293000229,13004,SJB274002083,상봉2리(가마소),36.63862,127.28379
18,910,SJB293000229,38053,SJB293018082,심중1리,36.64456,127.27603
19,910,SJB293000229,38060,SJB293018072,심중2리입구,36.64999,127.27104
20,910,SJB293000229,38065,SJB293018062,전동삼거리,36.65369,127.26701
21,910,SJB293000229,38007,SJB293018068,노장농공단지,36.6609,127.27033
22,910,SJB293000229,38003,SJB293018077,노장2리,36.66316,127.27271
23,910,SJB293000229,38006,SJB293018078,노장3리,36.66932,127.2727
24,910,SJB293000229,38070,SJB293018070,조치원낚시터,36.67291,127.27078
25,910,SJB293000229,38019,SJB293018050,봉대리(평말),36.68073,127.26314
26,910,SJB293000229,38017,SJB293018055,봉대리,36.68345,127.26529
27,910,SJB293000229,38088,SJB293018074,세종시공원묘원,36.69279,127.27243
28,910,SJB293000229,35003,SJB285016004,백자3리,36.70214,127.27608
29,910,SJB293000229,35006,SJB285016006,백자4리,36.70507,127.27389
30,910,SJB293000229,35002,SJB285016002,백자2리,36.71068,127.27417
31,910,SJB293000229,35028,SJB285016027,해정리,36.7197,127.27756
32,910,SJB293000229,35027,SJB285016026,해정2리,36.72692,127.27976
33,910,SJB293000229,35096,SJB285016029,속샘말삼거리,36.7293398,127.2798646
34,910,SJB293000229,35017,SJB285016016,수신면사무소,36.73094,127.28176
35,910,SJB293000229,35012,SJB285016010,수신초등학교,36.73284,127.28432
36,910,SJB293000229,35008,SJB285016009,상록리조트후문,36.73665,127.28407
37,910,SJB293000229,35007,SJB285016007,상록리조트정문,36.74248,127.28623
38,910,SJB293000229,35021,SJB285016020,장산3리(송내),36.74513,127.2894
39,910,SJB293000229,35024,SJB285016021,장산4리,36.74668,127.29091
40,910,SJB293000229,35016,SJB285016015,송내리,36.75136,127.29284
41,910,SJB293000229,35022,SJB285016023,장산4리(상리),36.75456,127.29562
42,910,SJB293000229,36002,SJB285013002,모드니에아파트,36.75899,127.29714
43,910,SJB293000229,36007,SJB285013007,병천시장,36.7611,127.29893
44,910,SJB293000229,36004,SJB285013004,병천3리,36.76219,127.30078
45,910,SJB293000229,36009,SJB285013008,유관순열사유적지,36.76258,127.30339
46,910,SJB293000229,36005,SJB285013005,병천고등학교,36.7642,127.3118
1,910,SJB293000230,36010,SJB285013010,병천고등학교,36.76454,127.31257
2,910,SJB293000230,36008,SJB285013009,유관순열사유적지,36.76308,127.30586
3,910,SJB293000230,36003,SJB285013003,병천3리,36.76224,127.30012
4,910,SJB293000230,36006,SJB285013006,병천시장,36.76122,127.29884
5,910,SJB293000230,36001,SJB285013001,모드니에아파트,36.75911,127.29704
6,910,SJB293000230,35023,SJB285016022,장산4리(상리),36.75431,127.29521
7,910,SJB293000230,35015,SJB285016013,송내리,36.75019,127.29218
8,910,SJB293000230,35095,SJB285016028,장산4리,36.7467119,127.2906764
9,910,SJB293000230,35020,SJB285016019,장산3리(송내),36.74519,127.28926
10,910,SJB293000230,35019,SJB285016018,상록리조트정문,36.74247,127.28608
11,910,SJB293000230,35009,SJB285016008,상록리조트후문,36.73662,127.28392
12,910,SJB293000230,35018,SJB285016017,수신초등학교,36.7328,127.28411
13,910,SJB293000230,35013,SJB285016011,수신면사무소,36.73099,127.28162
14,910,SJB293000230,35014,SJB285016012,속샘말삼거리,36.72943,127.27975
15,910,SJB293000230,35026,SJB285016025,해정2리,36.72683,127.27959
16,910,SJB293000230,35025,SJB285016024,해정리,36.71976,127.27744
17,910,SJB293000230,35001,SJB285016001,백자2리,36.71079,127.27405
18,910,SJB293000230,35005,SJB285016005,백자4리,36.7053,127.27365
19,910,SJB293000230,35004,SJB285016003,백자3리,36.70201,127.27598
20,910,SJB293000230,38089,SJB293018073,세종시공원묘원,36.69282,127.27229
21,910,SJB293000230,38052,SJB293018054,봉대리,36.68337,127.26512
22,910,SJB293000230,38018,SJB293018051,봉대리(평말),36.68098,127.26305
23,910,SJB293000230,38069,SJB293018069,조치원낚시터,36.67308,127.2706
24,910,SJB293000230,38005,SJB293018075,노장3리,36.66938,127.2725
25,910,SJB293000230,38004,SJB293018076,노장2리,36.66327,127.27263
26,910,SJB293000230,38008,SJB293018067,노장농공단지,36.66071,127.27012
27,910,SJB293000230,38064,SJB293018060,전동삼거리,36.65378,127.2669
28,910,SJB293000230,38057,SJB293018071,심중2리입구,36.64988,127.27101
29,910,SJB293000230,38054,SJB293018081,심중1리,36.64451,127.27593
30,910,SJB293000230,13005,SJB274002082,상봉2리(가마소),36.63857,127.28365
31,910,SJB293000230,13003,SJB274002084,상봉초등학교,36.63747,127.28622
32,910,SJB293000230,11074,SJB293001027,조형아파트,36.63441,127.28884
33,910,SJB293000230,11047,SJB293001030,신안2리입구,36.62874,127.28909
34,910,SJB293000230,11082,SJB293001034,신안2리(안터),36.62652,127.28975
35,910,SJB293000230,11089,SJB293001043,홍익대학교,36.62188,127.29056
36,910,SJB293000230,11044,SJB293001047,신안1리,36.61865,127.29091
37,910,SJB293000230,11006,SJB293001029,구렁말,36.61749,127.28889
38,910,SJB293000230,11049,SJB293001021,신안리마을회관,36.61655,127.28695
39,910,SJB293000230,11080,SJB293001032,중앙요양병원,36.614,127.2894
40,910,SJB293000230,11045,SJB293001050,신안1리입구,36.61353,127.29121
41,910,SJB293000230,11029,SJB293001068,새주막거리,36.61236,127.29459
42,910,SJB293000230,11035,SJB293001080,세종고등학교,36.61024,127.29666
43,910,SJB293000230,11069,SJB293001085,세종중학교,36.60591,127.29721
44,910,SJB293000230,11093,SJB293064017,조치원역,36.6013323,127.2970784
45,910,SJB293000230,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
46,910,SJB293000230,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,52,SJB293000188,35103,SJB293064429,장기중학교후문,36.495617,127.203627
2,52,SJB293000188,35047,SJB293017023,장군면사무소,36.49684,127.20511
3,52,SJB293000188,35083,SJB293064174,장군면복지회관,36.4990494,127.2081953
4,52,SJB293000188,35011,SJB293017039,대교리,36.50069,127.21053
5,52,SJB293000188,35017,SJB293017054,봉안리(부일가든),36.50016,127.21592
6,52,SJB293000188,35093,SJB293010008,봉안리,36.49926399,127.2190617
7,52,SJB293000188,35064,SJB293017064,봉안리,36.4990546,127.2213088
8,52,SJB293000188,35016,SJB293011001,봉안리(다름고개),36.4990185,127.2291006
9,52,SJB293000188,51106,SJB293064178,다정동(장기로),36.4998106,127.2345693
10,52,SJB293000188,51065,SJB293064030,"종촌초등학교(가재마을1,2단지)",36.5018836,127.2425854
11,52,SJB293000188,51066,SJB293064031,종촌종합복지센터,36.5019154,127.246929
12,52,SJB293000188,51067,SJB293064032,"가재마을9, 10단지",36.5015892,127.2525636
13,52,SJB293000188,52032,SJB293062008,정부세종청사남측,36.5016046,127.2601032
14,52,SJB293000188,52034,SJB293062012,정부세종청사북측,36.5048938,127.2616877
15,52,SJB293000188,52001,SJB293062016,도램마을9단지,36.5084834,127.2624829
16,52,SJB293000188,52005,SJB293062024,"양지중학교(한뜰마을1,2단지)",36.50712,127.26767
17,52,SJB293000188,52002,SJB293062027,공정거래위원회,36.504461,127.267198
18,52,SJB293000188,52038,SJB293062019,제3주차장,36.50222,127.26608
19,52,SJB293000188,52012,SJB293062018,문화체육관광부,36.49931,127.26472
20,52,SJB293000188,52057,SJB293064268,과학기술정보통신,36.496085,127.2630356
21,52,SJB293000188,61037,SJB293064349,나릿재마을,36.4914044,127.2581439
22,52,SJB293000188,61044,SJB293064368,새뜸마을14단지,36.4911744,127.2558346
23,52,SJB293000188,51126,SJB293064238,"새뜸마을7,10단지",36.4898819,127.2499045
24,52,SJB293000188,51128,SJB293064240,새롬동커뮤니티센터,36.4851331,127.2509413
25,52,SJB293000188,51130,SJB293064242,"새뜸마을5,8단지",36.4823928,127.2532777
26,52,SJB293000188,51040,SJB293064003,첫마을4단지,36.48019,127.2516
27,52,SJB293000188,51042,SJB293064001,첫마을5단지,36.47762,127.24973
28,52,SJB293000188,51045,SJB293064006,첫마을6단지,36.47503,127.25326
29,52,SJB293000188,51025,SJB293051005,가람동(이마트앞),36.47061,127.2518
30,52,SJB293000188,51023,SJB293051004,열병합발전소,36.4654,127.24613
31,52,SJB293000188,51134,SJB293064426,주택성능연구개발센터,36.467585,127.242469
32,52,SJB293000188,35031,SJB293017063,영평사입구,36.47564,127.23857
33,52,SJB293000188,35101,SJB293064386,산학리(주니어전문스쿨),36.4826597,127.2327579
34,52,SJB293000188,35013,SJB293017060,동원주식회사,36.4881,127.22658
35,52,SJB293000188,35020,SJB293017058,산학리,36.49187,127.22221
36,52,SJB293000188,35042,SJB293017053,은용1리,36.49338,127.21585
37,52,SJB293000188,35094,SJB293064270,장기초등학교,36.4968405,127.2073985
38,52,SJB293000188,35046,SJB293017024,장군면사무소,36.49714,127.20531
39,52,SJB293000188,35102,SJB293064428,장기중학교후문,36.495592,127.203518
1,53,SJB293000190,35103,SJB293064429,장기중학교후문,36.495617,127.203627
2,53,SJB293000190,35047,SJB293017023,장군면사무소,36.49684,127.20511
3,53,SJB293000190,35050,SJB293017029,장기초등학교,36.49667,127.20729
4,53,SJB293000190,35043,SJB293017051,은용1리,36.49328,127.21577
5,53,SJB293000190,35019,SJB293017057,산학리,36.49191,127.22186
6,53,SJB293000190,35014,SJB293017061,동원주식회사,36.4889,127.22667
7,53,SJB293000190,35100,SJB293064385,산학리(주니어전문스쿨),36.4825063,127.232697
8,53,SJB293000190,35021,SJB293017062,영평사입구,36.47582,127.23838
9,53,SJB293000190,51135,SJB293064427,주택성능연구개발센터,36.467511,127.24234
10,53,SJB293000190,51021,SJB293051003,열병합발전소,36.46513,127.246
11,53,SJB293000190,51026,SJB293051006,가람동(이마트앞),36.47062,127.25208
12,53,SJB293000190,51044,SJB293064005,첫마을6단지,36.47542,127.25308
13,53,SJB293000190,51043,SJB293064002,첫마을5단지,36.4777,127.25004
14,53,SJB293000190,51041,SJB293064004,첫마을4단지,36.47998,127.25203
15,53,SJB293000190,51129,SJB293064241,"새뜸마을5,8단지",36.4825015,127.2535174
16,53,SJB293000190,51127,SJB293064239,새롬동커뮤니티센터,36.4858496,127.2508553
17,53,SJB293000190,61047,SJB293064371,새뜸마을10단지,36.4905735,127.2508178
18,53,SJB293000190,61045,SJB293064369,새뜸마을14단지,36.4909023,127.2550427
19,53,SJB293000190,61038,SJB293064350,나릿재마을,36.4912197,127.2581891
20,53,SJB293000190,52058,SJB293064269,과학기술정보통신,36.4959777,127.2634881
21,53,SJB293000190,52013,SJB293062017,문화체육관광부,36.49815,127.2644
22,53,SJB293000190,52037,SJB293062020,제3주차장,36.50168,127.26609
23,53,SJB293000190,52003,SJB293062021,공정거래위원회,36.50435,127.26735
24,53,SJB293000190,52039,SJB293062015,인사혁신처,36.5079451,127.2615354
25,53,SJB293000190,52035,SJB293062013,정부세종청사북측,36.5051501,127.261382
26,53,SJB293000190,52031,SJB293062005,정부세종청사남측,36.5008322,127.2593406
27,53,SJB293000190,51060,SJB293064025,"가재마을9, 10단지",36.5018101,127.2525964
28,53,SJB293000190,51061,SJB293064026,종촌종합복지센터,36.5022184,127.2474138
29,53,SJB293000190,51062,SJB293064027,"종촌초등학교(가재마을1,2단지)",36.5020819,127.2425959
30,53,SJB293000190,51098,SJB293064143,다정동(장기로),36.4999845,127.2345564
31,53,SJB293000190,35072,SJB293064012,봉안리(다름고개),36.4992393,127.2290775
32,53,SJB293000190,35015,SJB293017059,봉안리,36.49892,127.22398
33,53,SJB293000190,35092,SJB293010007,봉안리,36.49935893,127.2190046
34,53,SJB293000190,35018,SJB293017049,봉안리(부일가든),36.50061,127.21556
35,53,SJB293000190,35012,SJB293017043,대교리,36.50109,127.21121
36,53,SJB293000190,35082,SJB293064173,장군면복지회관,36.4991636,127.2080709
37,53,SJB293000190,35046,SJB293017024,장군면사무소,36.49714,127.20531
38,53,SJB293000190,35102,SJB293064428,장기중학교후문,36.495592,127.203518
1,61,SJB293000192,51052,SJB293055058,세종고속시외버스터미널,36.4689905,127.2735878
2,61,SJB293000192,51037,SJB293053010,한솔동(첫마을),36.4812897,127.2618716
3,61,SJB293000192,51034,SJB293053007,첫마을1단지,36.48385,127.2592
4,61,SJB293000192,51040,SJB293064003,첫마을4단지,36.48019,127.2516
5,61,SJB293000192,51042,SJB293064001,첫마을5단지,36.47762,127.24973
6,61,SJB293000192,51045,SJB293064006,첫마을6단지,36.47503,127.25326
7,61,SJB293000192,51025,SJB293051005,가람동(이마트앞),36.47061,127.2518
8,61,SJB293000192,51023,SJB293051004,열병합발전소,36.4654,127.24613
9,61,SJB293000192,38096,SJB293064443,대전공원묘원,36.4519,127.2266
10,61,SJB293000192,35089,SJB293064181,도남삼거리,36.4413461,127.2242355
11,61,SJB293000192,35002,SJB293017055,금암삼거리,36.43837,127.21848
12,61,SJB293000192,35007,SJB293017032,금암리노인정,36.43827,127.2085
13,61,SJB293000192,35041,SJB293017034,금암리(웅대원룸),36.44168,127.20892
14,61,SJB293000192,35063,SJB293017036,한국영상대기숙사,36.44304,127.20993
15,61,SJB293000192,35022,SJB293017041,금암리(서봉타운),36.44591,127.21077
16,61,SJB293000192,35029,SJB293017038,금암리(영조주택),36.44884,127.21055
17,61,SJB293000192,35001,SJB293017040,금암리(그린원룸),36.45103,127.21064
18,61,SJB293000192,38098,SJB293010014,금암리(솔정자),36.45532047,127.2112425
19,61,SJB293000192,38099,SJB293010015,금암리(사기정골),36.45776728,127.2119781
20,61,SJB293000192,35062,SJB293017045,한국영상대학교,36.46158,127.21124
1,61,SJB293000193,35062,SJB293017045,한국영상대학교,36.46158,127.21124
2,61,SJB293000193,35004,SJB293017046,금암리(사기정골),36.45775,127.21181
3,61,SJB293000193,35005,SJB293017042,금암리(솔정자),36.4553,127.21109
4,61,SJB293000193,39035,SJB293010013,금암리(그린원룸),36.45112248,127.2105076
5,61,SJB293000193,35030,SJB293017037,금암리(영조주택),36.44864,127.2104
6,61,SJB293000193,39036,SJB293010012,금암리(서봉타운),36.44601649,127.2106385
7,61,SJB293000193,35003,SJB293017035,한국영상대기숙사,36.44327,127.20992
8,61,SJB293000193,39037,SJB293010011,금암리(웅대원룸),36.44176087,127.2088036
9,61,SJB293000193,35006,SJB293017030,금암리노인정,36.43813,127.2084
10,61,SJB293000193,35008,SJB293017056,금암삼거리,36.4382,127.2185
11,61,SJB293000193,35090,SJB293064182,도남삼거리,36.4412701,127.2245036
12,61,SJB293000193,38097,SJB293900001,대전공원묘원,36.452,127.2269
13,61,SJB293000193,51021,SJB293051003,열병합발전소,36.46513,127.246
14,61,SJB293000193,51026,SJB293051006,가람동(이마트앞),36.47062,127.25208
15,61,SJB293000193,51044,SJB293064005,첫마을6단지,36.47542,127.25308
16,61,SJB293000193,51043,SJB293064002,첫마을5단지,36.4777,127.25004
17,61,SJB293000193,51041,SJB293064004,첫마을4단지,36.47998,127.25203
18,61,SJB293000193,51035,SJB293064009,첫마을1단지,36.48334,127.25863
19,61,SJB293000193,51036,SJB293053008,한솔동(첫마을),36.4811358,127.2615539
20,61,SJB293000193,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
1,16,SJB293000212,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,16,SJB293000212,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,16,SJB293000212,11071,SJB293001084,조치원역,36.60099,127.29713
4,16,SJB293000212,11062,SJB293001088,조치원전통시장,36.599942,127.29819
5,16,SJB293000212,11096,SJB293064035,효성세종병원,36.5972495,127.2987069
6,16,SJB293000212,11075,SJB293001091,죽림리,36.59078,127.29892
7,16,SJB293000212,11014,SJB293001089,번암리,36.5884,127.29841
8,16,SJB293000212,11017,SJB293001078,번암아파트,36.58577,127.29582
9,16,SJB293000212,11015,SJB293001066,번암삼거리,36.58401,127.29416
10,16,SJB293000212,36104,SJB293016126,월하리,36.57825,127.29256
11,16,SJB293000212,36106,SJB293016124,월하리(항공학교),36.57537,127.29147
12,16,SJB293000212,36098,SJB293016121,세종장례식장입구,36.5700498,127.2875721
13,16,SJB293000212,36049,SJB293016116,세종교통,36.56604,127.28472
14,16,SJB293000212,36073,SJB293016112,봉암리,36.56358,127.28305
15,16,SJB293000212,36033,SJB293016110,대원아파트후문,36.56134,127.28143
16,16,SJB293000212,36034,SJB293016101,대원아파트,36.55833,127.27817
17,16,SJB293000212,31016,SJB293014032,실광주유소,36.55361,127.27738
18,16,SJB293000212,31066,SJB293064170,방공학교,36.5518391,127.2780081
19,16,SJB293000212,31019,SJB293014037,보통2리,36.54867,127.27837
20,16,SJB293000212,31021,SJB293014030,연기리,36.54482,127.27714
21,16,SJB293000212,31044,SJB293014023,연기면사무소,36.54241,127.2744
22,16,SJB293000212,31002,SJB293014019,연기산업단지,36.54374,127.26691
23,16,SJB293000212,31062,SJB293064042,눌왕리(새터말),36.5454681,127.2625687
24,16,SJB293000212,31006,SJB293014012,눌왕1리(도덕농장),36.54496,127.25815
25,16,SJB293000212,31029,SJB293014011,수왕초등학교,36.54508,127.25503
26,16,SJB293000212,31009,SJB293014008,눌왕2리(푸른농원),36.54602,127.24922
27,16,SJB293000212,31011,SJB293014007,눌왕2리마을회관,36.54452,127.24683
28,16,SJB293000212,31010,SJB293014004,눌왕2리,36.54384,127.24391
29,16,SJB293000212,31028,SJB293014003,수산리(방아다리),36.54452,127.23693
30,16,SJB293000212,31026,SJB293014001,수산리,36.5408579,127.2307892
31,16,SJB293000212,64010,SJB293064491,수산리교차로,36.5382055,127.2339589
32,16,SJB293000212,31061,SJB293064013,은하수공원,36.5325085,127.2453325
1,16,SJB293000213,31065,SJB293064156,은하수공원,36.5326753,127.2453565
2,16,SJB293000213,64009,SJB293064490,수산리교차로,36.5378723,127.2340996
3,16,SJB293000213,31026,SJB293014001,수산리,36.5408579,127.2307892
4,16,SJB293000213,31027,SJB293014002,수산리(방아다리),36.54436,127.23691
5,16,SJB293000213,31012,SJB293014005,눌왕2리,36.54346,127.24441
6,16,SJB293000213,31008,SJB293014006,눌왕2리마을회관,36.5442,127.24662
7,16,SJB293000213,31013,SJB293014009,눌왕2리(푸른농원),36.54592,127.24938
8,16,SJB293000213,31007,SJB293014010,수왕초등학교,36.54498,127.25486
9,16,SJB293000213,31005,SJB293014013,눌왕1리(도덕농장),36.54482,127.25815
10,16,SJB293000213,31063,SJB293064043,눌왕리(새터말),36.5453054,127.2623793
11,16,SJB293000213,31001,SJB293014018,연기산업단지,36.54369,127.26673
12,16,SJB293000213,31043,SJB293014021,연기면사무소,36.5423,127.27405
13,16,SJB293000213,31020,SJB293014028,연기리,36.54431,127.27681
14,16,SJB293000213,31018,SJB293014038,보통2리,36.54869,127.27849
15,16,SJB293000213,31017,SJB293014036,방공학교,36.55202,127.27817
16,16,SJB293000213,31015,SJB293014033,실광주유소,36.55469,127.27737
17,16,SJB293000213,36035,SJB293016102,대원아파트,36.55839,127.27835
18,16,SJB293000213,36028,SJB293016109,대원아파트후문,36.56068,127.28087
19,16,SJB293000213,36072,SJB293016113,봉암리,36.56387,127.28345
20,16,SJB293000213,36050,SJB293016117,세종교통,36.56604,127.28491
21,16,SJB293000213,36099,SJB293016123,세종장례식장입구,36.5700006,127.2877801
22,16,SJB293000213,64031,SJB293064508,월하리(패션아울렛),36.5735137,127.2903054
23,16,SJB293000213,36103,SJB293016125,월하리(항공학교),36.57633,127.29212
24,16,SJB293000213,36105,SJB293016127,월하리,36.57842,127.29276
25,16,SJB293000213,11016,SJB293001065,번암삼거리,36.58365,127.29409
26,16,SJB293000213,11018,SJB293001079,번암아파트,36.5866993,127.2971748
27,16,SJB293000213,11076,SJB293001092,죽림리,36.59127,127.29897
28,16,SJB293000213,11090,SJB293001093,효성세종병원,36.59705,127.29895
29,16,SJB293000213,11063,SJB293001090,조치원전통시장,36.59898,127.29861
30,16,SJB293000213,11093,SJB293064017,조치원역,36.6013323,127.2970784
31,16,SJB293000213,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
